event_abbreviation,event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,type,code,conception_categories
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,363681007,Pregnancy with abortive outcome,C0156543,Unspecified Abortion,possible,P,PrA,363681007,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,371374003,Retained products of conception,C0033270,Retained products of conception,possible,P,PrA,371374003,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,371375002,Retained secundines,C0033270,Retained products of conception,possible,P,PrA,371375002,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,386639001,Abortion,C0156543,Unspecified Abortion,possible,P,PrA,386639001,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,413338003,Incomplete miscarriage with complication,C0156457,Incomplete miscarriage with complication,narrow,P,PrA,413338003,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,43306002,Miscarriage complicated by embolism,C0156447,Miscarriage complicated by embolism,narrow,P,PrA,43306002,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,44216000,Retained products of conception- following delivery with hemorrhage,,,possible,P,PrA,44216000,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,58990004,Miscarriage complicated by damage to pelvic organs and-or tissues,C0269403,Miscarriage complicated by damage to pelvic organs and-or tissues,narrow,P,PrA,58990004,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,6176008,Mycotic abortion,C0276649,Mycotic abortion,narrow,P,PrA,6176008,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,69124005,Complete spontaneous abortion,C1306041,Complete miscarriage,narrow,P,PrA,69124005,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,699949009,Retained placenta due to morbidly adherent placenta,,,possible,P,PrA,699949009,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,70317007,Abortion,C0156543,Unspecified Abortion,possible,P,PrA,70317007,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,81002003,Retained products of conception,C0033270,Retained products of conception,possible,P,PrA,81002003,interruption_pregnancy
SpontaneousAbortion,Spontaneous abortion,SNOMEDCT_US,85116003,Miscarriage in second trimester,C0269389,Miscarriage in second trimester,narrow,P,PrA,85116003,interruption_pregnancy
StartofPregnancy,Start of Pregnancy,ICPC,W78,Pregnancy confirmed,C0549169,Confirmation of pregnancy,narrow,P,PrA,W78,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,ICPC,W79,Unwanted pregnancy,C0032995,Unwanted pregnancy,narrow,P,PrA,W79,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,ICPC2P,W78002,Pregnancy-confirmed,C0549169,Confirmation of pregnancy,narrow,P,PrA,W78002,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,RCD2,621A.,Pregnancy unplanned ? wanted,C0425969,Unplanned pregnancy unknown if child is wanted,possible,P,PrA,621A.,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,RCD2,621C.,Unplanned pregnancy,C0041747,Unplanned pregnancy,possible,P,PrA,621C.,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,169566002,Pregnancy unplanned but wanted,,,narrow,P,PrA,169566002,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,169568001,embarazo no planeado - se desconoce si el niño es deseado,C0425969,Unplanned pregnancy unknown if child is wanted,possible,P,PrA,169568001,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,248992004,confirmación de embarazo,C0549169,Confirmation of pregnancy,narrow,P,PrA,248992004,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,276367008,embarazo deseado,C0455859,Wanted pregnancy,narrow,P,PrA,276367008,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,276367008,embarazo deseado (hallazgo),,,narrow,P,PrA,276367008,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,58532003,embarazo no deseado,C0032995,Unwanted pregnancy,possible,P,PrA,58532003,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,77386006,embarazo confirmado,C0549169,Confirmation of pregnancy,narrow,P,PrA,77386006,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SCTSPA,83074005,embarazo indeseado,C0041747,Unplanned pregnancy,possible,P,PrA,83074005,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,146800009,Pregnancy unplanned ? wanted,C0425969,Unplanned pregnancy unknown if child is wanted,possible,P,PrA,146800009,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,160798004,Pregnancy unwanted,C0032995,Unwanted pregnancy,possible,P,PrA,160798004,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,169566002,Pregnancy unplanned but wanted,,,narrow,P,PrA,169566002,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,169568001,Unplanned pregnancy unknown if child is wanted,C0425969,Unplanned pregnancy unknown if child is wanted,possible,P,PrA,169568001,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,169570005,Unplanned pregnancy,C0041747,Unplanned pregnancy,possible,P,PrA,169570005,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,248992004,Confirmation of pregnancy,C0549169,Confirmation of pregnancy,narrow,P,PrA,248992004,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,276367008,Wanted pregnancy,C0455859,Wanted pregnancy,narrow,P,PrA,276367008,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,58532003,Unwanted pregnancy,C0032995,Unwanted pregnancy,possible,P,PrA,58532003,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,77386006,Pregnancy confirmed,C0549169,Confirmation of pregnancy,narrow,P,PrA,77386006,start_of_pregnancy
StartofPregnancy,Start of Pregnancy,SNOMEDCT_US,83074005,Unplanned pregnancy,C0041747,Unplanned pregnancy,possible,P,PrA,83074005,start_of_pregnancy
StillBirth,Stillbirth,Free_text,STILLBIRTH_broad,,,,possible,P,PrA,STILLBIRTH_broad,end_of_pregnancy
StillBirth,Stillbirth,Free_text,STILLBIRTH_narrow,,,,narrow,P,PrA,STILLBIRTH_narrow,end_of_pregnancy
StillBirth,Stillbirth,ICD10,O02.1,Missed abortion,C0000814,Missed abortion,possible,P,PrA,O02.1,end_of_pregnancy
StillBirth,Stillbirth,ICD10,O31.0,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,PrA,O31.0,end_of_pregnancy
StillBirth,Stillbirth,ICD10,O31.00,Papyraceous fetus- unspecified trimester,,,possible,P,PrA,O31.00,end_of_pregnancy
StillBirth,Stillbirth,ICD10,O31.01,Papyraceous fetus- first trimester,,,possible,P,PrA,O31.01,end_of_pregnancy
StillBirth,Stillbirth,ICD10,O31.02,Papyraceous fetus- second trimester,,,possible,P,PrA,O31.02,end_of_pregnancy
StillBirth,Stillbirth,ICD10,O31.03,Papyraceous fetus- third trimester,,,possible,P,PrA,O31.03,end_of_pregnancy
StillBirth,Stillbirth,ICD10,O36.4,Maternal care for intrauterine death,C0495237,Maternal care for intrauterine death,possible,P,PrA,O36.4,end_of_pregnancy
StillBirth,Stillbirth,ICD10,Z37.1,Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,P,PrA,Z37.1,end_of_pregnancy
StillBirth,Stillbirth,ICD10,Z37.3,Twins- one liveborn and one stillborn,C0481466,Encounter due to birth of twins- one live born and one stillborn,narrow,P,PrA,Z37.3,end_of_pregnancy
StillBirth,Stillbirth,ICD10,Z37.4,Twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,narrow,P,PrA,Z37.4,end_of_pregnancy
StillBirth,Stillbirth,ICD10,Z37.7,Other multiple births- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,PrA,Z37.7,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O02.1,Missed abortion,C0000814,Missed abortion,possible,P,PrA,O02.1,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.0,Fetus compressus,C0156724,Fetus papyraceous,possible,P,PrA,O31.0,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.0,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,PrA,O31.0,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.00,Papyraceous fetus- unspecified trimester,,,possible,P,PrA,O31.00,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.01,Papyraceous fetus- first trimester,,,possible,P,PrA,O31.01,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.02,Papyraceous fetus- second trimester,,,possible,P,PrA,O31.02,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.02,Papyraceous fetus- second trimester,C2907972,Papyraceous fetus- second trimester,possible,P,PrA,O31.02,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.03,Papyraceous fetus- third trimester,,,possible,P,PrA,O31.03,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O31.03,Papyraceous fetus- third trimester,C2907980,Papyraceous fetus- third trimester,possible,P,PrA,O31.03,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,O36.4,Maternal care for intrauterine death,C0495237,Maternal care for intrauterine death,possible,P,PrA,O36.4,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,Z37.1,Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,P,PrA,Z37.1,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,Z37.3,Twins- one liveborn and one stillborn,C0481466,Encounter due to birth of twins- one live born and one stillborn,narrow,P,PrA,Z37.3,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,Z37.4,Twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,narrow,P,PrA,Z37.4,end_of_pregnancy
StillBirth,Stillbirth,ICD10CM,Z37.7,Other multiple births- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,PrA,Z37.7,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,632,Missed abortion,C0000814,Missed abortion,possible,P,PrA,632,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,646.0,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,PrA,646.0,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,646.00,Papyraceous fetus- unspecified as to episode of care or not applicable,C0156725,Papyraceous fetus- unspecified as to episode of care or not applicable,possible,P,PrA,646.00,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,646.01,Papyraceous fetus- delivered- with or without mention of antepartum condition,C0156726,Papyraceous fetus- delivered- with or without mention of antepartum condition,possible,P,PrA,646.01,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,646.03,Papyraceous fetus- antepartum condition or complication,C0156727,Papyraceous foetus- antepartum,possible,P,PrA,646.03,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.3,Twin pregnancy with fetal loss and retention of one fetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,possible,P,PrA,651.3,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.30,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,C0156902,Twin pregnancy with fetal loss and retention of one fetus- unspecified as to episode of care or not applicable,possible,P,PrA,651.30,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.31,Twin pregnancy with fetal loss and retention of one fetus- delivered- with or without mention of antepartum condition,C0156903,Twin pregnancy with fetal loss and retention of one fetus- delivered- with or without mention of antepartum condition,possible,P,PrA,651.31,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.33,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,C0156904,Twin pregnancy with fetal loss and retention of one fetus- antepartum condition or complication,possible,P,PrA,651.33,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus (es),C0156905,triplet pregnancy with fetal loss retaining one or more fetuses,possible,P,PrA,651.4,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.40,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0156906,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,possible,P,PrA,651.40,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.41,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,C0156907,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,possible,P,PrA,651.41,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.43,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0156908,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,possible,P,PrA,651.43,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.5,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),C0156909,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),possible,P,PrA,651.5,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.50,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0156910,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,possible,P,PrA,651.50,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.51,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,C0156911,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,possible,P,PrA,651.51,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.53,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0156912,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,possible,P,PrA,651.53,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.6,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),C0156913,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),possible,P,PrA,651.6,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.60,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,C0156914,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,possible,P,PrA,651.60,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,651.63,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,C0156916,Other multiple pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,possible,P,PrA,651.63,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,656.4,Intrauterine death affecting management of mother,C0269792,Fetal death- affecting management of mother,narrow,P,PrA,656.4,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,656.40,Intrauterine death- affecting management of mother- unspecified as to episode of care or not applicable,C0157116,Intrauterine death- affecting management of mother- unspecified as to episode of care or not applicable,possible,P,PrA,656.40,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,656.41,Intrauterine death- affecting management of mother- delivered- with or without mention of antepartum condition,C0157117,Intrauterine death- affecting management of mother- delivered,narrow,P,PrA,656.41,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,656.43,Intrauterine death- affecting management of mother- antepartum condition or complication,C0157118,Intrauterine death- affecting management of mother- antepartum,possible,P,PrA,656.43,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663,Prolapse of cord complicating labor and delivery,,,possible,P,PrA,663,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663,Prolapse of cord complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663,Umbilical cord complications during labor and delivery,C0157307,Umbilical cord complication during labor and delivery,possible,P,PrA,663,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.01,Prolapse of cord complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.01,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.03,Prolapse of cord complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.03,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.1,Cord around neck with compression- complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.1,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.1,Cord around neck- with compression- complicating labor and delivery,,,possible,P,PrA,663.1,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.11,Cord around neck- with compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.11,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.13,Cord around neck- with compression- complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.13,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.2,Other and unspecified cord entanglement- with compression- complicating labor and delivery,,,possible,P,PrA,663.2,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.2,Other and unspecified cord entanglement- with compression- complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.2,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.21,Other and unspecified cord entanglement- with compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.21,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.23,Other and unspecified cord entanglement- with compression- complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.23,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.3,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery,,,possible,P,PrA,663.3,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.3,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.3,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.31,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.31,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.33,Other and unspecified cord entanglement- without mention of compression- complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.33,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.4,Short cord complicating labor and delivery,,,possible,P,PrA,663.4,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.4,Short cord complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.4,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.41,Short cord complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.41,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.43,Short cord complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.43,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.5,Vasa previa complicating labor and delivery,,,possible,P,PrA,663.5,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.5,Vasa previa complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.5,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.51,Vasa previa complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.51,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.53,Vasa previa complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.53,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.6,Vascular lesions of cord complicating labor and delivery,,,possible,P,PrA,663.6,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.6,Vascular lesions of cord complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.6,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.61,Vascular lesions of cord complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.61,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.63,Vascular lesions of cord complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.63,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.8,Other umbilical cord complications complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.8,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.8,Other umbilical cord complications during labor and delivery,,,possible,P,PrA,663.8,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.81,Other umbilical cord complications complicating labor and delivery- delivered- with or without mention of antepartum condition,,,possible,P,PrA,663.81,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.83,Other umbilical cord complications complicating labor and delivery- antepartum condition or complication,,,possible,P,PrA,663.83,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.9,Unspecified umbilical cord complication complicating labor and delivery- unspecified as to episode of care or not applicable,,,possible,P,PrA,663.9,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,663.9,Unspecified umbilical cord complication during labor and delivery,,,possible,P,PrA,663.9,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,V27.1,Outcome of delivery- single stillborn,C1313896,Encounter due to single stillbirth,narrow,P,PrA,V27.1,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,V27.3,Outcome of delivery- twins- one liveborn and one stillborn,C0481466,Encounter due to birth of twins- one live born and one stillborn,narrow,P,PrA,V27.3,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,V27.4,Outcome of delivery- twins- both stillborn,C0419377,Encounter due to birth of twins- both stillborn,narrow,P,PrA,V27.4,end_of_pregnancy
StillBirth,Stillbirth,ICD9CM,V27.7,Outcome of delivery- other multiple birth- all stillborn,C0481671,Other multiple births- all stillborn,narrow,P,PrA,V27.7,end_of_pregnancy
StillBirth,Stillbirth,ICPC,A95,Perinatal mortality,C0701826,Perinatal death,narrow,P,PrA,A95,end_of_pregnancy
StillBirth,Stillbirth,ICPC,W91,Normal delivery deadborn,C0497450,Uncomplicated labour-delivery stillbirth,narrow,P,PrA,W91,end_of_pregnancy
StillBirth,Stillbirth,ICPC,W93,Complicate labour-delivery stillbirth,C0497452,Complicate labour-delivery stillbirth,narrow,P,PrA,W93,end_of_pregnancy
StillBirth,Stillbirth,ICPC2EENG,A95,Perinatal mortality,C0701826,Perinatal death,narrow,P,PrA,A95,end_of_pregnancy
StillBirth,Stillbirth,ICPC2EENG,W91,Uncomplicated labour-delivery stillbirth,C0497450,Uncomplicated labour-delivery stillbirth,narrow,P,PrA,W91,end_of_pregnancy
StillBirth,Stillbirth,ICPC2P,A95001,Mortality-perinatal,C0701826,Perinatal death,narrow,P,PrA,A95001,end_of_pregnancy
StillBirth,Stillbirth,ICPC2P,W82007,Missed-abortion,C0000814,Missed abortion,possible,P,PrA,W82007,end_of_pregnancy
StillBirth,Stillbirth,MDR,10000230,Abortion missed,C0000814,Missed abortion,possible,P,PrA,10000230,end_of_pregnancy
StillBirth,Stillbirth,MDR,10016480,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,PrA,10016480,end_of_pregnancy
StillBirth,Stillbirth,MDR,10016481,Fetal death from asphyxia or anoxia before onset of labor or at unspecified time,C0270131,Fetal death from asphyxia AND-OR anoxia before onset of labor,narrow,P,PrA,10016481,end_of_pregnancy
StillBirth,Stillbirth,MDR,10016539,Fetus macerated,C0235658,Macerated fetus,possible,P,PrA,10016539,end_of_pregnancy
StillBirth,Stillbirth,MDR,10016873,Foetus macerated,C0235658,Macerated fetus,possible,P,PrA,10016873,end_of_pregnancy
StillBirth,Stillbirth,MDR,10022814,Intrauterine death affecting management of mother,C0269792,Fetal death- affecting management of mother,narrow,P,PrA,10022814,end_of_pregnancy
StillBirth,Stillbirth,MDR,10022815,Intrauterine death- affecting management of mother- antepartum,C0157118,Intrauterine death- affecting management of mother- antepartum,possible,P,PrA,10022815,end_of_pregnancy
StillBirth,Stillbirth,MDR,10022816,Intrauterine death- affecting management of mother- delivered,C0157117,Intrauterine death- affecting management of mother- delivered,narrow,P,PrA,10022816,end_of_pregnancy
StillBirth,Stillbirth,MDR,10027704,Missed abortion,C0000814,Missed abortion,possible,P,PrA,10027704,end_of_pregnancy
StillBirth,Stillbirth,MDR,10032272,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),C0156913,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),possible,P,PrA,10032272,end_of_pregnancy
StillBirth,Stillbirth,MDR,10033741,Papyraceous fetus,C0156724,Fetus papyraceous,possible,P,PrA,10033741,end_of_pregnancy
StillBirth,Stillbirth,MDR,10033742,Papyraceous fetus- antepartum,C0156727,Papyraceous foetus- antepartum,possible,P,PrA,10033742,end_of_pregnancy
StillBirth,Stillbirth,MDR,10033745,Papyraceous foetus,C0156724,Fetus papyraceous,possible,P,PrA,10033745,end_of_pregnancy
StillBirth,Stillbirth,MDR,10037708,Quad preg with fetal loss and reten of one or more fetus- deliv- with or w-o ment of antepart cond,C0156911,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,possible,P,PrA,10037708,end_of_pregnancy
StillBirth,Stillbirth,MDR,10037709,Quad preg with fetal loss and retention of one or more fetus- antepart cond or comp,C0156912,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,possible,P,PrA,10037709,end_of_pregnancy
StillBirth,Stillbirth,MDR,10037710,Quad preg with fetal loss and retention of one or more fetus- unspec as to eoc or not appli,C0156910,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,possible,P,PrA,10037710,end_of_pregnancy
StillBirth,Stillbirth,MDR,10037723,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),C0156909,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),possible,P,PrA,10037723,end_of_pregnancy
StillBirth,Stillbirth,MDR,10042062,Stillbirth,C0595939,Stillbirth,narrow,P,PrA,10042062,end_of_pregnancy
StillBirth,Stillbirth,MDR,10042063,Stillbirth NOS,C0595939,Stillbirth,narrow,P,PrA,10042063,end_of_pregnancy
StillBirth,Stillbirth,MDR,10044674,Trip preg with fetal loss and reten of one or more fetus- deliv- with or w-o ment of antepart cond,C0156907,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- delivered- with or without mention of antepartum condition,possible,P,PrA,10044674,end_of_pregnancy
StillBirth,Stillbirth,MDR,10044677,Triplet preg with fetal loss and retention of one or more fetus- antepart cond or comp,C0156908,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- antepartum condition or complication,possible,P,PrA,10044677,end_of_pregnancy
StillBirth,Stillbirth,MDR,10044678,Triplet preg with fetal loss and retention of one or more fetus- unspec as to eoc or not appli,C0156906,Triplet pregnancy with fetal loss and retention of one or more fetus(es)- unspecified as to episode of care or not applicable,possible,P,PrA,10044678,end_of_pregnancy
StillBirth,Stillbirth,MDR,10044680,Triplet pregnancy with fetal loss and retention of one or more fetus(es),C0156905,triplet pregnancy with fetal loss retaining one or more fetuses,possible,P,PrA,10044680,end_of_pregnancy
StillBirth,Stillbirth,MDR,10045189,Twin pregnancy with fetal loss and retention of one fetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,possible,P,PrA,10045189,end_of_pregnancy
